"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"KBo 5.4 Rs. 52",67,"T.I *","jh.","(Bo 2037)","Arzawa:cho"
"KBo 5.4 Rs. 56",67,"T.I *","jh.","(Bo 2037)","Arinna:cho"
"KBo 5.4 Rs. 57",67,"T.I *","jh.","(Bo 2037)","Liḫzina:oro, Liḫzina:oik"
"KBo 5.4 Vs. 10'",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Vs. 15'",67,"T.I *","jh.","(Bo 2037)","Arzawa:cho, Ḫatti:cho"
"KBo 5.4 Vs. 18'",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Vs. 36'",67,"T.I *","jh.","(Bo 2037)","Ḫapalla:cho"
"KBo 5.4 Vs. 37'",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Vs. 38'",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Vs. 40'",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Vs. 42'",67,"T.I *","jh.","(Bo 2037)","Ḫattuša:cho"
"KBo 5.6 I 1",40,"T.I *","sjh.","(Bo 2003)","Zukkuka:oro"
"KBo 5.6 I 11",40,"T.I *","sjh.","(Bo 2003)","Kuntiya:oro"
"KBo 5.6 I 12",40,"T.I *","sjh.","(Bo 2003)","Šariya:hyd, Šariya:oik"
"KBo 5.6 I 13",40,"T.I *","sjh.","(Bo 2003)","Almina:cho, Parpara:oik"
"KBo 5.6 I 14",40,"T.I *","sjh.","(Bo 2003)","Kaška:cho"
"KBo 5.6 I 15",40,"T.I *","sjh.","(Bo 2003)","Ḫatti:cho, Kaška:cho"
"KBo 5.6 I 18",40,"T.I *","sjh.","(Bo 2003)","Kaška:cho"
"KBo 5.6 I 2",40,"T.I *","sjh.","(Bo 2003)","Atḫulišša:oik, Tuḫupurpuna:oik"
"KBo 5.6 I 30",40,"T.I *","sjh.","(Bo 2003)","Kaška:cho"
"KBo 5.6 I 31",40,"T.I *","sjh.","(Bo 2003)","Almina:cho"
"KBo 5.6 I 33",40,"T.I *","sjh.","(Bo 2003)","Kašula:cho"
"KBo 5.6 I 34",40,"T.I *","sjh.","(Bo 2003)","Kašula:cho"
"KBo 5.6 I 37",40,"T.I *","sjh.","(Bo 2003)","Tummanna:cho"
"KBo 5.6 I 39",40,"T.I *","sjh.","(Bo 2003)","Ḫatti:cho"
"KBo 5.6 I 4",40,"T.I *","sjh.","(Bo 2003)","Almina:cho"
"KBo 5.6 I 41",40,"T.I *","sjh.","(Bo 2003)","Ḫattuša:cho"
"KBo 5.6 I 42",40,"T.I *","sjh.","(Bo 2003)","Ištaḫara:cho"
"KBo 5.6 I 43",40,"T.I *","sjh.","(Bo 2003)","Ḫatti:cho, Ištaḫara:cho"
"KBo 5.6 I 44",40,"T.I *","sjh.","(Bo 2003)","Kaška:cho"
"KBo 5.6 I 45",40,"T.I *","sjh.","(Bo 2003)","Manaziyara:oik"
"KBo 5.6 I 46",40,"T.I *","sjh.","(Bo 2003)","Kalimuna:oik"
"KBo 5.6 I 50",40,"T.I *","sjh.","(Bo 2003)","Ḫattuša:cho"
"KBo 5.6 I 6",40,"T.I *","sjh.","(Bo 2003)","Almina:cho"
"KBo 5.6 I 9",40,"T.I *","sjh.","(Bo 2003)","Almina:cho"
"KBo 5.6 II 11",40,"T.I *","sjh.","(Bo 2003)","Murmuriga:cho"
"KBo 5.6 II 12",40,"T.I *","sjh.","(Bo 2003)","Ḫattuša:cho"
"KBo 5.6 II 13",40,"T.I *","sjh.","(Bo 2003)","Uda:cho"
"KBo 5.6 II 15",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho"
"KBo 5.6 II 16",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho"
"KBo 5.6 II 18",40,"T.I *","sjh.","(Bo 2003)","Murmuriga:cho"
"KBo 5.6 II 19",40,"T.I *","sjh.","(Bo 2003)","Ḫatti:cho"
"KBo 5.6 II 21",40,"T.I *","sjh.","(Bo 2003)","Kinza:cho"
"KBo 5.6 II 22",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 II 23",40,"T.I *","sjh.","(Bo 2003)","Kinza:cho"
"KBo 5.6 II 24",40,"T.I *","sjh.","(Bo 2003)","Murmuriga:cho"
"KBo 5.6 II 25",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho"
"KBo 5.6 II 27",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho, Tegarama:cho"
"KBo 5.6 II 28",40,"T.I *","sjh.","(Bo 2003)","Talpa:oik"
"KBo 5.6 II 30",40,"T.I *","sjh.","(Bo 2003)","Tegarama:cho"
"KBo 5.6 II 31",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho"
"KBo 5.6 II 38",40,"T.I *","sjh.","(Bo 2003)","Tegarama:cho"
"KBo 5.6 II 43",40,"T.I *","sjh.","(Bo 2003)","Ḫurri:cho"
"KBo 5.6 II 44",40,"T.I *","sjh.","(Bo 2003)","Kargamiš:cho"
"KBo 5.6 II 6",40,"T.I *","sjh.","(Bo 2003)","Arziya:cho"
"KBo 5.6 II 7",40,"T.I *","sjh.","(Bo 2003)","Kargamiš:cho"
"KBo 5.6 II 8",40,"T.I *","sjh.","(Bo 2003)","Murmuriga:cho"
"KBo 5.6 II 9",40,"T.I *","sjh.","(Bo 2003)","Kargamiš:cho, Kargamiš:cho"
"KBo 5.6 III 1",40,"T.I *","sjh.","(Bo 2003)","Kargamiš:cho"
"KBo 5.6 III 20",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 III 26",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 III 27",40,"T.I *","sjh.","(Bo 2003)","Kargamiš:cho"
"KBo 5.6 III 3",40,"T.I *","sjh.","(Bo 2003)","Amka:cho"
"KBo 5.6 III 4",40,"T.I *","sjh.","(Bo 2003)","Amka:cho"
"KBo 5.6 III 41",40,"T.I *","sjh.","(Bo 2003)","Ḫattuša:cho"
"KBo 5.6 III 44",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 III 46",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 III 5",40,"T.I *","sjh.","(Bo 2003)","Amka:cho, Mizri:cho"
"KBo 5.6 III 51",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 III 8",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.6 IV 12",40,"T.I *","sjh.","(Bo 2003)","Mizri:cho"
"KBo 5.7 Rs. 10",222,"Oberstadt","mh.","(Bo 2004)","Zunauliya:oik"
"KBo 5.7 Rs. 18",222,"Oberstadt","mh.","(Bo 2004)","Šumanzana:oik, Uluwanta:oik, Waštišša:oik"
"KBo 5.7 Rs. 19",222,"Oberstadt","mh.","(Bo 2004)","Aša:oik, Kapanuwanta:oik, Zunauliya:oik"
"KBo 5.7 Rs. 2",222,"Oberstadt","mh.","(Bo 2004)","Kapanuwanta:oik"
"KBo 5.7 Rs. 21",222,"Oberstadt","mh.","(Bo 2004)","Ḫatti:cho"
"KBo 5.7 Rs. 27",222,"Oberstadt","mh.","(Bo 2004)","Parkalla:oik"
"KBo 5.7 Rs. 32",222,"Oberstadt","mh.","(Bo 2004)","Ḫanzušra:oik, Parkalla:oik"
"KBo 5.7 Rs. 39",222,"Oberstadt","mh.","(Bo 2004)","Antarla:oik, Šayanuwanta:oik"
"KBo 5.7 Rs. 51",222,"Oberstadt","mh.","(Bo 2004)","Ḫatti:cho"
"KBo 5.7 Rs. 7",222,"Oberstadt","mh.","(Bo 2004)","Ḫurma:cho, Ašša:oik"
"KBo 5.7 Vs. 18",222,"Oberstadt","mh.","(Bo 2004)","Tu[:oik"
"KBo 5.7 Vs. 28",222,"Oberstadt","mh.","(Bo 2004)","Uwaḫšupanta:oik"
"KBo 5.7 Vs. 29",222,"Oberstadt","mh.","(Bo 2004)","Luḫḫuššantiya:oik"
"KBo 5.7 Vs. 56",222,"Oberstadt","mh.","(Bo 2004)","Ḫatti:cho"
"KBo 5.8 I 15",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 16",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 18",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 21",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 23",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 25",61,"T.I *","jh.","(Bo 2022)","Kattitimuwa:oik"
"KBo 5.8 I 26",61,"T.I *","jh.","(Bo 2022)","Kattitimuwa:oik"
"KBo 5.8 I 27",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 28",61,"T.I *","jh.","(Bo 2022)","Takašta:cho, Takašta:cho"
"KBo 5.8 I 29",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 3",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 30",61,"T.I *","jh.","(Bo 2022)","Ištaluppa:cho"
"KBo 5.8 I 31",61,"T.I *","jh.","(Bo 2022)","Takkuwaḫina:cho"
"KBo 5.8 I 32",61,"T.I *","jh.","(Bo 2022)","Ištaluppa:cho, Kappuppuwa:cho"
"KBo 5.8 I 33",61,"T.I *","jh.","(Bo 2022)","Kaška:cho"
"KBo 5.8 I 34",61,"T.I *","jh.","(Bo 2022)","Kappuppuwa:cho"
"KBo 5.8 I 35",61,"T.I *","jh.","(Bo 2022)","Takkuwaḫina:cho"
"KBo 5.8 I 36",61,"T.I *","jh.","(Bo 2022)","Taḫantatipa:cho"
"KBo 5.8 I 37",61,"T.I *","jh.","(Bo 2022)","Ḫatti:cho"
"KBo 5.8 I 4",61,"T.I *","jh.","(Bo 2022)","Šatupa:cho, Takašta:cho"
"KBo 5.8 I 40",61,"T.I *","jh.","(Bo 2022)","Kummešmaḫa:hyd, Kummešmaḫa:cho"
"KBo 5.8 I 41",61,"T.I *","jh.","(Bo 2022)","Takkuwaḫina:cho"
"KBo 5.8 I 5",61,"T.I *","jh.","(Bo 2022)","Karaḫna:cho, Marišta:cho"
"KBo 5.8 I 6",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 7",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 I 9",61,"T.I *","jh.","(Bo 2022)","Takašta:cho"
"KBo 5.8 II 10",61,"T.I *","jh.","(Bo 2022)","Kaška:cho"
"KBo 5.8 II 12",61,"T.I *","jh.","(Bo 2022)","Ḫatti:cho"
"KBo 5.8 II 14",61,"T.I *","jh.","(Bo 2022)","Tummanna:cho"
"KBo 5.8 II 15",61,"T.I *","jh.","(Bo 2022)","Tummanna:cho"
"KBo 5.8 II 17",61,"T.I *","jh.","(Bo 2022)","Kaška:cho"
"KBo 5.8 II 21",61,"T.I *","jh.","(Bo 2022)","Pala:cho"
"KBo 5.8 II 22",61,"T.I *","jh.","(Bo 2022)","Pala:cho"
"KBo 5.8 II 26",61,"T.I *","jh.","(Bo 2022)","Pala:cho"
"KBo 5.8 II 30",61,"T.I *","jh.","(Bo 2022)","Pala:cho"
"KBo 5.8 II 42",61,"T.I *","jh.","(Bo 2022)","Pala:cho"
"KBo 5.8 II 6",61,"T.I *","jh.","(Bo 2022)","Ḫatti:cho"
"KBo 5.8 II 7",61,"T.I *","jh.","(Bo 2022)","Ankuwa:cho"
"KBo 5.8 II 8",61,"T.I *","jh.","(Bo 2022)","Ḫurri:cho"
"KBo 5.8 II 9",61,"T.I *","jh.","(Bo 2022)","Ḫurri:cho"
"KBo 5.8 III 11'",61,"T.I *","jh.","(Bo 2022)","Altanna:oik"
"KBo 5.8 III 22'",61,"T.I *","jh.","(Bo 2022)","Šapidduwa:cho"
"KBo 5.8 III 27",61,"T.I *","jh.","(Bo 2022)","Arinna:cho, Ḫatti:cho"
"KBo 5.8 III 28",61,"T.I *","jh.","(Bo 2022)","Ḫatti:cho"
"KBo 5.8 III 30'",61,"T.I *","jh.","(Bo 2022)","Elluriya:oro"
"KBo 5.8 III 34'",61,"T.I *","jh.","(Bo 2022)","Elluriya:oro"
"KBo 5.8 III 35'",61,"T.I *","jh.","(Bo 2022)","Daḫara:hyd, Daḫara:cho"
"KBo 5.8 III 39'",61,"T.I *","jh.","(Bo 2022)","Altanna:oik"
"KBo 5.8 III 4'",61,"T.I *","jh.","(Bo 2022)","Šapidduwa:cho"
"KBo 5.8 III 40'",61,"T.I *","jh.","(Bo 2022)","Kaššu:oro, Kaššu:cho"
"KBo 5.8 III 5'",61,"T.I *","jh.","(Bo 2022)","Elluriya:oro"
"KBo 5.8 III 9'",61,"T.I *","jh.","(Bo 2022)","Šapidduwa:cho"
"KBo 5.8 IV 10'",61,"T.I *","jh.","(Bo 2022)","Tummanna:cho"
"KBo 5.8 IV 12'",61,"T.I *","jh.","(Bo 2022)","Kalašma:cho"
"KBo 5.8 IV 16'",61,"T.I *","jh.","(Bo 2022)","Kalašma:cho"
"KBo 5.8 IV 17'",61,"T.I *","jh.","(Bo 2022)","Kalašma:cho, Lalḫa:cho"
"KBo 5.8 IV 18'",61,"T.I *","jh.","(Bo 2022)","Mituwa:cho"
"KBo 5.8 IV 2'",61,"T.I *","jh.","(Bo 2022)","Kašiliya:oik"
"KBo 5.8 IV 20'",61,"T.I *","jh.","(Bo 2022)","Paḫḫuwa:cho"
"KBo 5.8 IV 21'",61,"T.I *","jh.","(Bo 2022)","Ḫattuša:cho"
"KBo 5.8 IV 3'",61,"T.I *","jh.","(Bo 2022)","Kalašma:cho"
"KBo 5.8 IV 5'",61,"T.I *","jh.","(Bo 2022)","Kalašma:cho"
"KBo 5.9 I 18'",62,"T.I","jh.","(456/z)","Amurru:cho"
"KBo 5.9 I 21'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 I 25'",62,"T.I","jh.","(456/z)","Amurru:cho"
"KBo 5.9 I 27'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 I 28'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 I 31'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 I 34'",62,"T.I","jh.","(456/z)","Mizri:cho"
"KBo 5.9 II 10'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 15'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 18'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 20'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 23'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 27'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 28'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 30'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 35'",62,"T.I","jh.","(456/z)","Amurru:cho"
"KBo 5.9 II 38'",62,"T.I","jh.","(456/z)","Kinza:cho, Nuḫašše:cho"
"KBo 5.9 II 42'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 II 47'",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 III 13",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 III 16",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 III 19",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 III 23",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 III 27",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 IV 1",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 IV 10",62,"T.I","jh.","(456/z)","Kinza:cho, Landa:oik"
"KBo 5.9 IV 11",62,"T.I","jh.","(456/z)","Lablana:oro, Šariyana:oro"
"KBo 5.9 IV 12",62,"T.I","jh.","(456/z)","Pišaiša:oro, Pišaiša:cho"
"KBo 5.9 IV 13",62,"T.I","jh.","(456/z)","Ḫatti:cho"
"KBo 5.9 IV 14",62,"T.I","jh.","(456/z)","Amurru:cho"
"KBo 5.9 IV 2",62,"T.I","jh.","(456/z)","Arziya:cho, Illaya:oik"
"KBo 5.9 IV 4",62,"T.I","jh.","(456/z)","Ḫurma:cho"
"KBo 5.9 IV 5",62,"T.I","jh.","(456/z)","Ankuwa:cho, Šamuḫa:cho"
"KBo 5.9 IV 6",62,"T.I","jh.","(456/z)","Katapa:cho, Taḫurpa:oik"
"KBo 5.9 IV 7",62,"T.I","jh.","(456/z)","Dunna:cho"
"KBo 5.9 IV 8",62,"T.I","jh.","(456/z)","Ḫupišna:cho, Išḫupitta:cho"
"KBo 5.9 IV 9",62,"T.I","jh.","(456/z)","Landa:oik"
"KBo 50.1 2'",1,"T.I","jh.","(Bo 69/911)","Ḫattuša:cho"
"KBo 50.1 4'",1,"T.I","jh.","(Bo 69/911)","Šalatiwara:oik"
"KBo 50.1 5'",1,"T.I","jh.","(Bo 69/911)","Šalatiwara:oik"
"KBo 50.1 7'",1,"T.I","jh.","(Bo 69/911)","Neša:oik"
"KBo 50.103 10'",212,"T.I","mh.","(487/u)","Ḫattuša:cho"
"KBo 50.107 8'",212,"T.I","mh.","(540/u)","Kut[:oik"
"KBo 50.113 3'",212,"T.I","jh.","(544/v)","Ḫatti:cho"
"KBo 50.113 5'",212,"T.I","jh.","(544/v)","Ḫatti:cho"
"KBo 50.123 8'",212,"HaH","jh.","(724/u)","Ḫurri:cho"
"KBo 50.124 r. Kol. 3'",76,"T.I","jh.","(1382/u)","Ḫatti:cho"
"KBo 50.124 r. Kol. 5' + KBo 50.212 6'",76,"T.I","jh.","(1382/u)","Ḫatti:cho"
"KBo 50.125 Rs.! 6'",68,"T.I","jh.","(1339/u)","Ḫattuša:cho"
"KBo 50.126 11'",190,"T.I","jh.","(580/u)","Ara[:oik"
"KBo 50.126 8'",190,"T.I","jh.","(580/u)","Duddu[:oro, Duddu[:oik"
"KBo 50.13 4'",40,"T.I","jh.","(961/z)","Taita:oik"
"KBo 50.13 5'",40,"T.I","jh.","(961/z)","Kargamiš:cho"
"KBo 50.13 6'",40,"T.I","jh.","(961/z)","Aššur:cho, Taita:oik"
"KBo 50.13 7'",40,"T.I","jh.","(961/z)","Kargamiš:cho"
"KBo 50.13 II 1'",40,"T.I","jh.","(961/z)","Waššukanni:oik"
"KBo 50.132 6'",212,"T.I","jh.","(1455/u)","Ḫatti:cho"
"KBo 50.133 3'",212,"T.I","jh.","(1805/u)","Ḫatti:cho"
"KBo 50.134 Rs. 5''",212,"T.I","mh.","(1460/u)","Aštata:cho"
"KBo 50.136 r. Kol. 11'",212,"T.I","jh.","(1854/u)","Ḫattuša:cho"
"KBo 50.136 r. Kol. 12'",212,"T.I","jh.","(1854/u)","Ḫattuša:cho"
"KBo 50.14 2'",40,"T.I","jh.","(710/v)","Kaška:cho"
"KBo 50.141 5'",212,"T.I","sjh.","(300/v)","Ḫa[:oro, Ḫa[:cho"
"KBo 50.143 r. 9'",212,"T.I","mh.","(887/v)","Kuwa:oik"
"KBo 50.15 Rs.? 10'",40,"T.I","jh.","(175/v)","Tupazziya:cho"
"KBo 50.15 Rs.? 7'",40,"T.I","jh.","(175/v)","Šaparanda:oik"
"KBo 50.15 Vs.? 3'",40,"T.I","jh.","(175/v)","Kaška:cho"
"KBo 50.150 Vs.? 6'",215,"T.I","jh.","(520/z)","Ḫatti:cho"
"KBo 50.151 Rs. 6'",260,"T.I","mh.?","(684/z)","Ḫatti:cho"
"KBo 50.151 Rs. 7'",260,"T.I","mh.?","(684/z)","Arinna:cho"
"KBo 50.158 2'",213,"---","jh.","(778/t)","Šamuḫa:cho"
"KBo 50.158 3'",213,"---","jh.","(778/t)","Lawazantiya:oik"
"KBo 50.158 4'",213,"---","jh.","(778/t)","Niniwa:cho"
"KBo 50.16 Rs. 2",40,"T.I","jh.","(1081/u)","Ḫatti:cho"
"KBo 50.16 Rs. 3",40,"T.I","jh.","(1081/u)","Kaška:cho"
"KBo 50.165 4'",215,"HaH","mh.?","(99/u)","Ḫattuša:cho"
"KBo 50.168 Rs. 2",215,"T.I","sjh.","(512/u)","Kaška:cho"
"KBo 50.169 4'",215,"T.I","sjh.","(883/u)","Arziya:cho"
"KBo 50.169 5'",215,"T.I","sjh.","(883/u)","Maša:cho"
"KBo 50.17 1'",52,"T.I","jh.","(687/u)","Kargamiš:cho"
"KBo 50.170 4'",215,"HaH","jh.","(740/u)","Ḫatti:cho"
"KBo 50.172 1'",215,"T.I","jh.","(976/u)","Ḫaḫarwa:oro"
"KBo 50.172 2'",215,"T.I","jh.","(976/u)","Ḫaḫarwa:oro"
"KBo 50.172 4'",215,"T.I","jh.","(976/u)","Nerik:hyd, Nerik:cho"
"KBo 50.18 r. Kol. 10'",52,"T.I","jh.","(687/u)","Ḫatti:cho"
"KBo 50.18 r. Kol. 14'",52,"T.I","jh.","(687/u)","Aššur:cho"
"KBo 50.18 r. Kol. 16'",52,"T.I","jh.","(687/u)","Pakaripa:oik, Waššukanni:oik"
"KBo 50.18 r. Kol. 4'",52,"T.I","jh.","(687/u)","Waššukanni:oik"
"KBo 50.18 r. Kol. 6'",52,"T.I","jh.","(687/u)","Aššur:cho, Waššukanni:oik"
"KBo 50.18 r. Kol. 8'",52,"T.I","jh.","(687/u)","Waššukanni:oik"
"KBo 50.18 r. Kol. 9'",52,"T.I","jh.","(687/u)","Aššur:cho"
"KBo 50.181 2'",215,"T.I","jh.","(1253/u)","Marišta:cho"
"KBo 50.181 3'",215,"T.I","jh.","(1253/u)","Šatupa:cho, ]a:oik"
"KBo 50.181 4'",215,"T.I","jh.","(1253/u)","Ku[:oro, Ku[:cho, ]a:oik, Arampa:oik"
"KBo 50.182 4'",215,"T.I","jh.","(1457/u)","Išuwa:cho"
"KBo 50.183 1'",170,"T.I","jh.","(1073/u)","Mizri:cho"
"KBo 50.185 Vs. 1",215,"T.I","sjh.","(1720/u)","Ḫatti:cho"
"KBo 50.188 Rs. 2'",215,"T.I","sjh.","(240/v)","Išuwa:cho"
"KBo 50.188 Vs. 4'",215,"T.I","sjh.","(240/v)","Ḫalap:cho"
"KBo 50.188 Vs. 9'",215,"T.I","sjh.","(240/v)","Kizzuwatna:cho"
"KBo 50.189 Rs. r. Kol. 2'",215,"T.I","jh.","(1781/u)","Auwa[:oik"
"KBo 50.189 Rs. r. Kol. 3'",215,"T.I","jh.","(1781/u)","Auwa[:oik"
"KBo 50.190 5'",215,"T.I","jh.","(65/v)","Mitanni:cho"
"KBo 50.191 Rs. 3'",215,"T.I","jh.","(504/v)","Ḫal[:oik"
"KBo 50.192 2'",215,"T.I","jh.","(1827/u)","Ḫatti:cho"
"KBo 50.193 5'",215,"T.I","jh.","(340/v)","Ḫurri:cho"
"KBo 50.194 5'",215,"T.I","k.A.","(19/v)","Pala:cho"
"KBo 50.194 6'",215,"T.I","k.A.","(19/v)","Iš[:oro, Iš[:cho"
"KBo 50.198 6''",4,"T.I","jh.","(582/v)","Karduniaš:cho"
"KBo 50.2 Vs. 9'",2,"T.I","jh.","(1132/u)","Lukkantaya:oik"
"KBo 50.20 4'",61,"T.I","jh.","(Bo 69/404)","Takašta:cho"
"KBo 50.200 r. Kol. 4'",215,"T.I","mh.","(652/v)","Šu[:cho"
"KBo 50.204 10'",215,"T.I","sjh.","(818/v)","Ḫatti:cho"
"KBo 50.204 3'",215,"T.I","sjh.","(818/v)","Ḫatti:cho"
"KBo 50.204 5'",215,"T.I","sjh.","(818/v)","Ḫatti:cho"
"KBo 50.208 1'",212,"T.I","jh.","(869/v)","Ḫatti:cho"
"KBo 50.209 lk. Kol. 3'",215,"T.I","jh.","(900/v)","Imraḫaššuwa:cho"
"KBo 50.209 lk. Kol. 4'",215,"T.I","jh.","(900/v)","Šangaruna:oik"
"KBo 50.209 lk. Kol. 5'",215,"T.I","jh.","(900/v)","Šakdunuwa:oro, Šakdunuwa:cho"
"KBo 50.209 lk. Kol. 6'",215,"T.I","jh.","(900/v)","Durmitta:cho"
"KBo 50.209 lk. Kol. 7'",215,"T.I","jh.","(900/v)","Walkuwanda:cho"
"KBo 50.209 lk. Kol. 8'",215,"T.I","jh.","(900/v)","Atarimma:cho"
"KBo 50.209 lk. Kol. 9'",215,"T.I","jh.","(900/v)","Ḫupišna:cho"
"KBo 50.210 2'",215,"T.I","jh.","(1126/v)","Pitiš[:oik"
"KBo 50.211 7'",215,"T.I","jh.","(914/v)","Ḫa[:oro, Ḫa[:cho"
"KBo 50.218 Vs. 5'",146,"T.I","mh.","(1684/u)","Ma[:hyd, Ma[:cho"
"KBo 50.22 I 3'",61,"T.I","jh.","(347/u)","Ḫatti:cho"
"KBo 50.22 I 5'",61,"T.I","jh.","(347/u)","Arinna:cho"
"KBo 50.221 2'",215,"T.I","mh.","(817/z)","Mimi:oik"
"KBo 50.221 4'",215,"T.I","mh.","(817/z)","Uḫḫiuwa:oik"
"KBo 50.221 5'",215,"T.I","mh.","(817/z)","Ikušši[:oik"
"KBo 50.221 6'",215,"T.I","mh.","(817/z)","Kapitašamna:oik"
"KBo 50.221 8'",215,"T.I","mh.","(817/z)","Ḫari[:oik"
"KBo 50.222 6''",215,"T.I","jh.","(900/z)","Ḫatti:cho"
"KBo 50.223 4'",215,"T.I","jh.","(872/z)","Ištaḫara:cho"
"KBo 50.223 6'",215,"T.I","jh.","(872/z)","Kalimuna:oik"
"KBo 50.228 2'",215,"T.I","sjh.","(Bo 69/336)","Arzawa:cho"
"KBo 50.228 3'",215,"T.I","sjh.","(Bo 69/336)","Alatarma:oik"
"KBo 50.229 Vs.? 3'",215,"HaH","jh.","(Bo 68/5)","Ḫatti:cho"
"KBo 50.23 4'",61,"T.I","jh.","(998/u)","Arawanna:cho"
"KBo 50.23 6'",61,"T.I","jh.","(998/u)","Arawanna:cho"
"KBo 50.23 7'",61,"T.I","jh.","(998/u)","Arinna:cho"
"KBo 50.231 1'",215,"T.I","mh.?","(Bo 69/528)","Kaška:cho"
"KBo 50.235 3'",215,"T.I","jh.","(Bo 69/581)","Ḫarrana:cho"
"KBo 50.237 2'",215,"T.I","mh.?","(Bo 69/666)","Kaška:cho"
"KBo 50.237 3'",215,"T.I","mh.?","(Bo 69/666)","]up[:oik"
"KBo 50.24 I 6'",72,"T.I","jh.","(1259/u)","Mizri:cho"
"KBo 50.24 I 8'",72,"T.I","jh.","(1259/u)","Mizri:cho"
"KBo 50.24 II 11'",72,"T.I","jh.","(1259/u)","Mizri:cho"
"KBo 50.24 II 14'",72,"T.I","jh.","(1259/u)","Amurru:cho"
"KBo 50.24 II 16'",72,"T.I","jh.","(1259/u)","Amurru:cho"
"KBo 50.24 II 20'",72,"T.I","jh.","(1259/u)","Amurru:cho, Ḫanigalbat:cho"
"KBo 50.24 II 21'",72,"T.I","jh.","(1259/u)","Mizri:cho"
"KBo 50.24 II 22'",72,"T.I","jh.","(1259/u)","Amurru:cho"
"KBo 50.24 II 24'",72,"T.I","jh.","(1259/u)","Ḫurri:cho"
"KBo 50.24 II 4'",72,"T.I","jh.","(1259/u)","Amurru:cho"
"KBo 50.24 III 8'",72,"T.I","jh.","(1259/u)","Amurru:cho"
"KBo 50.240 2",215,"T.I","jh.","(Bo 69/680)","Wannapi[:oik"
"KBo 50.242 2'",142,"T.I","jh.","(1417/u)","Al[:oro, Al[:oik"
