"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"URU","KÙ.BABBAR-za","","VBoT 30 Rs.? 7'",832,"<U+1E2A>attuša","jh.","(A 6004)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-ši","","VBoT 68 II 15'",231,"<U+1E2A>attuša","jh.","(AO 9608)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-ša-az","","VBoT 68 III 1",231,"<U+1E2A>attuša","jh.","(AO 9608)","<U+1E2A>attuša"
"URU","KÙ.BABBAR-ši-aš-kán","","VBoT 83 Rs. 7'",582,"---","jh.","(Sayce 12)","<U+1E2A>attuša"
"br.","-a]t-tu-ši","","VBoT 115 Rs. 3'",215,"---","jh.","(P 3620)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-ši","","VSNF 12.1 Vs. 5'",604,"<U+1E2A>attuša","sjh.","(VAT 13029)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-ši","","VSNF 12.42 6'",433,"---","sjh.","(VAT 16415)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-[","","VSNF 12.83 4'",832,"<U+1E2A>attuša","jh.","(VAT 16432)","<U+1E2A>attuša"
"URU","<U+1E2B>a-at-tu-ši","","VSNF 12.107 6'",582,"<U+1E2A>attuša","jh.","(VAT 6189)","<U+1E2A>attuša"
"KUR URU","<U+1E2B>a-ú-ri-x[",NA,"KUB 19.13 I 23'",40,"T.I","jh.","(961/z)","<U+1E2A>auri["
"URU","<U+1E2B>a-u-wa-li-ya-az-ma-aš-ši",NA,"Bo 86/299 I 53",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>awaliya"
"URU","<U+1E2B>a-wa-li-ya",NA,"KUB 26.43 Vs. 45",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>awaliya"
"URU","<U+1E2B>a-wi5-li-ya",NA,"KUB 16.40 Vs.! 14",576,"<U+1E2A>attuša","sjh.","(Bo 2630)","<U+1E2A>awaliya"
"KUR URU","<U+1E2B>a-wa-li-<U+2E22>ya<U+2E23>",NA,"KUB 21.6a Rs.? 8'",82,"<U+1E2A>attuša","jh.","(Bo 3093)","<U+1E2A>awaliya"
"KUR URU","<U+1E2B>a-wa-li-<U+2E22>ya<U+2E23>-aš-x[",NA,"KUB 21.6a Vs.? 3'",82,"<U+1E2A>attuša","jh.","(Bo 3093)","<U+1E2A>awaliya"
"URU","<U+1E2B>a-wa-ar-ki-na-an",NA,"KUB 1.1 III 9",81,"T.I","jh.","(1304/u)","<U+1E2A>awarkina"
"KUR URU","<U+1E2B>a-wa-ar-ki-na-aš",NA,"KBo 2.4 IV 36",672,"Bk. E *","jh.","(Bo 4)","<U+1E2A>awarkina"
"URU","<U+1E2B>a-[",NA,"KBo 23.95 lk. Rd. 1",672,"Bk. H","jh.","(176/n)","<U+1E2A>awarkina"
"br.","]-ar-ki-na-an-na",NA,"KBo 66.15 6'",81,"T.I","sjh.","(E 344)","<U+1E2A>awarkina"
"URU","<U+1E2B>a-wa-a[l-",NA,"KUB 53.21 Vs. 7'",529,"<U+1E2A>attuša","sjh.","(Bo 3136)","<U+1E2A>awarkina"
"KUR URU","<U+1E2B>a-wa-ar-ki-[",NA,"KUB 56.48 IV 21'",672,"<U+1E2A>attuša","jh.","(Bo 2610)","<U+1E2A>awarkina"
"br.","-w]a-a[r-",NA,"KUB 56.48 IV 23'",672,"<U+1E2A>attuša","jh.","(Bo 2610)","<U+1E2A>awarkina"
"URU","<U+1E2B>a-wa-al-ki-na",NA,"KUB 7.24 Rs. 9",526,"<U+1E2A>attuša","sjh.","(Bo 2938)","<U+1E2A>awarkina"
"KUR URU","<U+1E2B>a-az-ga",NA,"KBo 22.28 7'",215,"T.I","jh.","(Bo 69/991)","<U+1E2A>azka"
"br.","-g]a",NA,"KUB 3.1b Vs. 4'",51,"T.I","k.A.","(535/u)","<U+1E2A>azka"
"URU","<U+1E2B>a-az-ga",NA,"KBo 1.1 Vs. 13",51,"T.I","k.A.","(Bo 69/299)","<U+1E2A>azka"
"URU","<U+1E2B>a-az-ga",NA,"KBo 1.1 Vs. 22",51,"T.I","k.A.","(Bo 69/299)","<U+1E2A>azka"
"KUR URU","<U+1E2B>a-az-ka4 [",NA,"KUB 21.9 Vs. 5'",101,"<U+1E2A>attuša","sjh.","(Bo 3925)","<U+1E2A>azka"
"URU","<U+1E2B>i-mu-wa",NA,"Bo 3245 Rs. 5'",528,"<U+1E2A>attuša","jh.","(Bo 3245)","<U+1E2A>immuwa"
"[UR]U","<U+1E2B>i-im-mu-wa",NA,"KUB 40.110 Vs. 11'",824,"<U+1E2A>attuša","jh.","(Bo 3742)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-wa",NA,"Bo 5050 Rs.? 7'",212,"<U+1E2A>attuša","jh.","(Bo 5050)","<U+1E2A>immuwa"
"URU","[<U+1E2B>]i-im-m[u-",NA,"ABoT 2.190 Vs. 4'",670,"<U+1E2A>attuša","jh.","(AnAr 12169)","<U+1E2A>immuwa"
"br.","<U+1E2B>]i-im-mu-wa",NA,"CHDS 2.39 2'",670,"<U+1E2A>attuša","jh.","(Bo 9579)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-wa",NA,"HKM 13 4",186,"Masat","mh.","(Mst. 75/45)","<U+1E2A>immuwa"
"br.","-m]u-wa",NA,"IBoT 2.131 Rs. 25",528,"<U+1E2A>attuša","jh.","(Bo 2009)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-mu-wa [",NA,"IBoT 2.131 Rs. 26",528,"<U+1E2A>attuša","jh.","(Bo 2009)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-[w]a",NA,"KBo 6.6 I 21'",291,"T.I *","sjh.","(Bo 2095)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-wa",NA,"KUB 13.2 III 33",261,"T.I","jh.","(Bo 69/350)","<U+1E2A>immuwa"
"URU","<U+1E2B>é-mu-wa",NA,"KBo 6.2 III 13",291,"T.I","ah.","(1195/u)","<U+1E2A>immuwa"
"URU","<U+1E2B>é-mu-wa",NA,"KBo 6.3 III 16",291,"T.I","jh.","(Bo 69/857)","<U+1E2A>immuwa"
"br.","-i]m-mu-wa",NA,"KBo 47.76 Vs. 17'",663,"Bk. M","jh.","(2012/u)","<U+1E2A>immuwa"
"KUR URU","<U+1E2B>i-i-mu-wa-az",NA,"KUB 17.21 II 21'",375,"T.I","mh.","(545/u)","<U+1E2A>immuwa"
"[UR]U","<U+1E2B>i-i-mu-wa-az",NA,"Bo 8617 4'",375,"T.I","mh.","(1691/u)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-m[u-",NA,"KBo 53.184 2'",670,"T.I","sjh.","(1674/u)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-mu-wa",NA,"KBo 53.184 6'",670,"T.I","sjh.","(1674/u)","<U+1E2A>immuwa"
"br.","<U+2E22><U+1E2B>i<U+2E23>-mu-w[a",NA,"KBo 55.264 1'",663,"T.I","k.A.","(877/v)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-w[a",NA,"KBo 59.163 Vs. 2'",678,"T.I","jh.","(853/z)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-wa",NA,"KUB 7.11 Vs. 1",678,"<U+1E2A>attuša","jh.","(Bo 2465)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-im-mu-w[a",NA,"KUB 7.11 Vs. 4",678,"<U+1E2A>attuša","jh.","(Bo 2465)","<U+1E2A>immuwa"
"KUR URU","<U+1E2B>i-im-mu-wa",NA,"KUB 9.1 I 20'",428,"<U+1E2A>attuša","jh.","(Bo 2340)","<U+1E2A>immuwa"
"KUR URU","<U+1E2B>i-im-mu-wa",NA,"KUB 9.1 II 7",428,"<U+1E2A>attuša","jh.","(Bo 2340)","<U+1E2A>immuwa"
"[UR]U","<U+1E2B>é-mu-wa",NA,"KUB 12.43 14'",457,"<U+1E2A>attuša","ah.","(Bo 3545)","<U+1E2A>immuwa"
"KUR URU","<U+1E2B>i-[",NA,"KUB 15.34 I 63",483,"<U+1E2A>attuša","mh.","(Bo 3720)","<U+1E2A>immuwa"
"URU","<U+1E2B>é-e-mu-wa",NA,"KUB 36.100 Vs. 17'",14,"Bk. C","ah.?/mh.?","(530/f)","<U+1E2A>immuwa"
"URU","<U+1E2B>é-im-mu-wa",NA,"KUB 1.16 II 61",6,"<U+1E2A>attuša","jh.","(Bo 1761)","<U+1E2A>immuwa"
"URU","<U+1E2B>i-na-ri-wa-an-da",NA,"KUB 19.13 I 36'",40,"T.I","jh.","(961/z)","<U+1E2A>inariwanda"
"KUR URU","<U+1E2B>i-na-ri-wa-an-da",NA,"KUB 19.13 I 37'",40,"T.I","jh.","(961/z)","<U+1E2A>inariwanda"
"URU","<U+1E2B>i-eš-š[a-",NA,"Bo 5070 III 21'",678,"<U+1E2A>attuša","jh.","(Bo 5070)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-eš-ša-aš-<U+1E2B>a-pa",NA,"HT 8 12",76,"<U+1E2A>attuša","jh.","(Bo 7159)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","]-<U+1E2B>a-pa",NA,"Bo 7968 4'",786,"<U+1E2A>attuša","jh.","(Bo 7968)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-eš-ša-aš-ša-pa",NA,"Kp 15/45a IV 13’",527,"Kayalipinar","sjh.","(Kp 15/45a)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","]-iš-ša-aš-ša-pa",NA,"KUB 8.82 Rs. 9'",105,"T.I","sjh.","(1198/u)","<U+1E2A>iššaš<U+1E2B>apa"
"KUR URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KUB 1.1 II 57",81,"T.I","jh.","(1304/u)","<U+1E2A>iššaš<U+1E2B>apa"
"KUR URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 3.6 II 38",81,"T.I","jh.","(674/v)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"Bo 86/299 III 83",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-pa",NA,"ABoT 1.56 II 9'",256,"<U+1E2A>attuša","sjh.","(AnAr 8361)","<U+1E2A>iššaš<U+1E2B>apa"
"KUR URU","<U+1E2B>i-eš-ša-aš-ša-b[a",NA,"KBo 9.149 2'",582,"Bk. E","jh.","(13/n)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-[",NA,"KBo 17.75 II 5'",631,"Bk. A","mh.?","(2393/c)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-i]š-ša-aš-<U+1E2B>a-[",NA,"KBo 17.75 I 66",631,"Bk. A","mh.?","(2393/c)","<U+1E2A>iššaš<U+1E2B>apa"
"KUR URU","<U+1E2B>i-iš-ša-aš-ba-aš",NA,"KBo 17.79 8'",664,"Bk. D","jh.","(363/i)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","]-aš-<U+1E2B>a-pa",NA,"KBo 17.80 I 1",637,"Bk. A","jh.","(486/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-[",NA,"KBo 17.80 I 5",637,"Bk. A","jh.","(486/c)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-š]a-aš-<U+1E2B>a-pa",NA,"KBo 17.80 I 7",637,"Bk. A","jh.","(486/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-[",NA,"KBo 17.81 6'",670,"Bk. A","jh.","(2455/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-ša-<U+1E2B>a-pa",NA,"KBo 17.82 Vs.? 8'",664,"Bk. D","jh.","(337/f)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"ABoT 1.33 III 5",637,"Bk. A","jh.","(365/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-[",NA,"KBo 17.83 I 25'",637,"Bk. A","jh.","(365/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 17.83 II 6'",637,"Bk. A","jh.","(365/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 17.83 IV 6'",637,"Bk. A","jh.","(365/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-[ ]-<U+1E2B>a-pa",NA,"KBo 17.83 IV 7'",637,"Bk. A","jh.","(365/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-[",NA,"KBo 17.86 III 6'",786,"Bk. A","jh.","(509/c)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-eš-ša-aš-<U+1E2B>a-[",NA,"KBo 17.87 10'",637,"Bk. A","sjh.","(655/b)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>[i-i]š-ša-[",NA,"KBo 17.87 3'",637,"Bk. A","sjh.","(655/b)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-i]š-ša-aš-<U+1E2B>a-pa",NA,"KBo 5.3 I 43",42,"T.I","jh.","(455/u)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-eš-ša-aš-<U+1E2B>a-pa",NA,"KUB 21.1 IV 5",76,"T.I","jh.","(1382/u)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-i]š-ša-aš-<U+1E2B>a-pa",NA,"KBo 21.64 III 8",656,"Bk. A","jh.","(523/d)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 8.158 lk. Kol. 11'",656,"Bk. A","jh.","(523/d)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 17.89 V 6",664,"Bk. A","mh.?","(1329/c)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","]-aš-<U+1E2B>a-p[a]",NA,"KBo 35.240 8'",664,"Bk. D","jh.","(196/w)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-š]a-aš-pa",NA,"KBo 22.39 III 11'",62,"T.I","jh.","(456/z)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 4.10 Vs. 52'",106,"T.I","jh.","(1548/u)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-ša-pa-ya-ma",NA,"KUB 5.6 IV 9",570,"T.I","jh.","(1593/u)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-[<U+1E2B>]a-pa",NA,"KBo 57.18 II 3 + KUB 6.45 II 3",381,"T.I","jh.","(844/v)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-i[š-",NA,"KUB 47.64 II 22",712,"T.I","jh.","(528/v)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KBo 1.1 Rs. 43'",51,"T.I","k.A.","(Bo 69/299)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-š]a-aš-<U+1E2B>a-pa",NA,"Bo 5034 V 22",591,"<U+1E2A>attuša","jh.","(Bo 4818)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KUB 6.46 II 47",381,"<U+1E2A>attuša","jh.","(VAT 7512)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-ša-pa",NA,"KUB 11.27 I 28'",620,"<U+1E2A>attuša","jh.","(Bo 136)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-i[š-š]a-aš-pa",NA,"KUB 19.9 II 16'",83,"<U+1E2A>attuša","jh.","(Bo 2631)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-a[š-",NA,"KUB 19.9 II 17'",83,"<U+1E2A>attuša","jh.","(Bo 2631)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-[",NA,"KUB 19.9 II 19'",83,"<U+1E2A>attuša","jh.","(Bo 2631)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>é-eš-<U+1E2B>a-aš-pa",NA,"KUB 19.37 III 9'",61,"<U+1E2A>attuša","jh.","(VAT 13063)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","]-ša-pa",NA,"KUB 19.50 IV 4",69,"<U+1E2A>attuša","jh.","(Bo 413)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-[",NA,"KBo 6.28 Rs. 34'",88,"T.I *","jh.","(Bo 1416)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-pa",NA,"KUB 27.1 I 52",712,"<U+1E2A>attuša","jh.","(Bo 2033)","<U+1E2A>iššaš<U+1E2B>apa"
"br.","-š]a-aš-<U+1E2B>a-pa",NA,"KBo 1.4 IV 5'",53,"T.I","k.A.","(2015/g)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>i-iš-ša-aš-<U+1E2B>a-pa",NA,"KUB 41.10 Rs. 4'",330,"<U+1E2A>attuša","mh.","(Bo 2485)","<U+1E2A>iššaš<U+1E2B>apa"
"URU","<U+1E2B>u-x[",NA,"KBo 12.20 9'",832,"HaH","jh.","(330/t)","<U+1E2A>u["
"URU","<U+1E2B>u-[",NA,"KBo 13.52 II 6",12,"HaH","ah.?","(575/t)","<U+1E2A>u["
"URU","<U+1E2B>u-x[",NA,"KBo 14.38 Rs. 1",670,"Bk. K","jh.","(170/r)","<U+1E2A>u["
"[ši]-i-e-na","<U+1E2B>u-[",NA,"KBo 27.100 I 57",777,"Bk. A","mh.","(1577/c)","<U+1E2A>u["
"URU","<U+1E2B>u-[",NA,"KBo 40.332 Rs. 4'",832,"Bk. A","jh.","(2376/c)","<U+1E2A>u["
"KUR URU","<U+1E2B>u-[",NA,"KBo 43.2 5'",215,"Bk. E","jh.","(36/g)","<U+1E2A>u["
"URU","<U+1E2B>u-u-x[",NA,"KBo 59.220 II 5'",832,"T.I","jh.","(873/z)","<U+1E2A>u["
"<U+1E2A>UR.SAG","<U+1E2B>u-[",NA,"KUB 60.63 17'",635,"<U+1E2A>attuša","jh.","(Bo 1406)","<U+1E2A>u["
"ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 20",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 28",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 30",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 33",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 38",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 40",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 41",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 44",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 47",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 52",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 56",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 59",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR URU.ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 I 67",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR URU.ÍD","<U+1E2B>u-u-la-ya-ya",NA,"Bo 86/299 I 86",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya-aš",NA,"Bo 86/299 II 4",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 II 5",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 II 62",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 III 32",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"KUR URU.ÍD","<U+1E2B>u-u-la-ya",NA,"Bo 86/299 III 45",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>ulaya"
"br.","<U+1E2B>u-la-ya",NA,"ABoT 1.57 Vs. 14",106,"<U+1E2A>attuša","sjh.","(AnAr 9132)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 9.99 3'",824,"Unterstadt","jh.","(165/o)","<U+1E2A>ulaya"
"ÍD","<U+1E2B>u-u-la-ya-aš-ša",NA,"KBo 3.1 III 33'",19,"HaH","jh.","(116/t)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 24'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 25'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 26'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 28'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 31'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 43'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 17'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 20'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 21'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR ÍD","<U+1E2B>u-u-la-ya",NA,"KBo 4.10 Vs. 32'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"KUR URUÍD","<U+1E2B>u-la-ya",NA,"KBo 4.10 Vs. 33'",106,"T.I","jh.","(1548/u)","<U+1E2A>ulaya"
"ÍD","<U+1E2B>u-u-la-ya",NA,"KUB 6.45 II 39",381,"T.I","jh.","(844/v)","<U+1E2A>ulaya"
"ÍD","<U+1E2B>u-la-ya",NA,"KUB 6.46 III 8",381,"<U+1E2A>attuša","jh.","(VAT 7512)","<U+1E2A>ulaya"
"KUR ÍD","SÍG",NA,"KUB 1.1 II 60",81,"T.I","jh.","(1304/u)","<U+1E2A>ulana"
"KUR ÍD","SÍG",NA,"KBo 3.6 II 40",81,"T.I","jh.","(674/v)","<U+1E2A>ulana"
"URU","<U+2E22><U+1E2B>u?-u?<U+2E23>-la-na",NA,"DAAM 1.39 IV 34’",527,"Kayalipinar","sjh.","(Kp 15/07)","<U+1E2A>ulana"
"ÍD","<U+1E2B>[u-",NA,"KBo 3.22 Rs. 67",1,"<U+1E2A>attuša","ah.","(VAT 7479)","<U+1E2A>ulana"
"ÍD","SÍG",NA,"KBo 16.22 Vs. 12",214,"Bk. H","jh.","(579/d)","<U+1E2A>ulana"
"ÍD","SÍG",NA,"KBo 22.12 IV 19",40,"T.I *","jh.","(14/p)","<U+1E2A>ulana"
"KUR ÍD","SÍG-na",NA,"KUB 26.50 Vs. 25'",225,"T.I","jh.","(536/u)","<U+1E2A>ulana"
"KUR URU.[Í]D","<U+1E2B>u-la-na",NA,"KUB 26.43 Vs. 31",225,"T.I","jh.","(Bo 68/24)","<U+1E2A>ulana"
"KUR URU.ÍD","SÍG",NA,"KUB 19.10 I 9",40,"T.I","jh.","(710/v)","<U+1E2A>ulana"
"ÍD","<U+1E2B>u-u-la-an-na[",NA,"KUB 26.71 I 12'",1,"<U+1E2A>attuša","jh.","(Bo 9058)","<U+1E2A>ulana"
"ÍD","SÍG",NA,"KUB 31.41 Rs. 5'",215,"<U+1E2A>attuša","sjh.","(Bo 1715)","<U+1E2A>ulana"
"[Í]D","SÍG",NA,"KUB 58.15 I 10",527,"<U+1E2A>attuša","jh.","(Bo 2750)","<U+1E2A>ulana"
"ÍD","SÍG",NA,"KUB 58.15 I 14",527,"<U+1E2A>attuša","jh.","(Bo 2750)","<U+1E2A>ulana"
"URU","<U+1E2B>u-un-ta-ra-a",NA,"KBo 3.34 I 13",8,"<U+1E2A>attuša","jh.","(VAT 13062)","<U+1E2A>untara"
"br.","<U+1E2B>u-un-da-ra-a",NA,"KBo 13.44a I 5'",8,"HaH","jh.","(751/t)","<U+1E2A>untara"
"[K]UR URU","<U+1E2B>u-un-ta-[",NA,"KBo 34.91 5'",483,"Bk. A","jh.","(1498/c)","<U+1E2A>untara"
"URU","<U+1E2B>u-un-da-ra-a",NA,"KUB 36.104 Vs. 11'",8,"Bk. E","ah.","(300/f)","<U+1E2A>untara"
"[U]RU","<U+1E2B>u-pí-iš-na",NA,"Bo 6984 4'",283,"<U+1E2A>attuša","jh.","(Bo 6984)","<U+1E2A>upišna"
"URU","<U+1E2B>u-piš-na",NA,"1198/u Rs. 17'",105,"T.I","sjh.","(1198/u)","<U+1E2A>upišna"
"URU","<U+1E2B>u-u-pí-iš-ša-na-aš",NA,"Bo 86/299 IV 1",106,"Oberstadt","sjh.","(Bo 86/299)","<U+1E2A>upišna"
"URU","<U+1E2B>u-piš-[",NA,"KUB 60.112 lk. Rd. 1'",243,"<U+1E2A>attuša","jh.","(Bo 1083)","<U+1E2A>upišna"
"URU","<U+1E2B>u-[pí]-iš-na",NA,"KBo 3.34 III 23'",8,"<U+1E2A>attuša","jh.","(VAT 13062)","<U+1E2A>upišna"
