"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",186,"Qadeš","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",527,"Kayalipinar","sjh.","(Kp 15/57)","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"Kayalipinar","sjh.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",458,"---","jh.","()","Aškali["
"[<U+1E2A>UR].SAG","aš-ga-ši-pa-aš",NA,"DAAM 1.40 III 3’",529,"Kayalipinar","sjh.","(Kp 15/06)","Aškašipa"
"[<U+1E2A>UR.SA]G","a-aš-ka-ši-pa-aš",NA,"KBo 11.53 Vs. 4'",591,"Bk. K","jh.","(560/p)","Aškašipa"
"<U+1E2A>UR.SAG","aš-ga-še-pa-aš",NA,"KBo 12.135 VI 6'",664,"HaH","sjh.","(13/s)","Aškašipa"
"<U+1E2A>UR.SAG","aš-ga-še-pa-aš",NA,"KBo 12.135 VII 3'",664,"HaH","sjh.","(13/s)","Aškašipa"
"<U+1E2A>UR.SAG","aš-ga-ši-pa",NA,"KBo 18.56 6'",190,"Bk. D","jh.","(358/i)","Aškašipa"
"<U+1E2A>UR.SAG","a-aš-ka-[",NA,"KBo 22.171 r. Kol. 6'",591,"T.I","jh.","(Bo 69/618)","Aškašipa"
"<U+1E2A>UR.SAG","a-aš-k[a-",NA,"KBo 25.164 r. Kol. 3'",470,"Bk.","mh.?","(894/u)","Aškašipa"
"—","aš-ka-ši-pa",NA,"KBo 24.118 VI 13'",568,"Bk. A","jh.","(599/d)","Aškašipa"
"<U+1E2A>UR.SAG","aš-g[a",NA,"KBo 43.235 Rs. 7'",768,"Bk. C","sjh.","(385/f)","Aškašipa"
"<U+1E2A>UR.SA[G]","-g]a-ši-pa-an",NA,"KUB 1.17 V 29'",591,"<U+1E2A>attuša","jh.","(VAT 13030)","Aškašipa"
"<U+1E2A>UR.SAG","a-aš-ga-š[i-",NA,"KUB 17.8 I 10",457,"<U+1E2A>attuša","sjh.","(Bo 596)","Aškašipa"
"—","aš-ka-ši-pa",NA,"KUB 22.27 IV 28",568,"---","jh.","(161/a)","Aškašipa"
"—","aš-ka-ši-pa",NA,"KUB 50.82 8'",568,"<U+1E2A>attuša","jh.","(Bo 5504)","Aškašipa"
"—","aš-ka-š[i-",NA,"KUB 58.15 IV 5'",527,"<U+1E2A>attuša","jh.","(Bo 2750)","Aškašipa"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
"<U+1E2A>UR.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 12",0,"","k.A.","()","Aštiyapra"
"<U+2E22><U+1E2A>UR<U+2E23>.SAG","aš-ti-ya-ap-ra",NA,"DAAM 1.41 I 4",0,"","k.A.","()","Aštiyapra"
